BKG_HTLSEQ,BKG_CITYCD,GMV,GR,GRASP,ATTRIBUTE_VALUE,GR_Bucket,IHM_Bucket,DND_Bucket,APPONLY_Bucket,INDIAIP_Bucket,SDND_Bucket,New_GR,New_IHM,New_APPONLY,New_INDIAIP,New_SDND
317511410297885,HC200802201459307388,15113.44,2304.89,15.25,"INTL_METADND,INTL_ALL,INTL_DND,INTL_9KPlus,INTL_ACCOR,INTL_RPC,INTL_DRMS,IHM7,INTL_HPA1,INTL_TRIP1,INTL_TVG1,INTL_APPONLY7,INTL_INDIAIP7,INTL_EBLACK4,INTL_BDND,INTL_GR_high3,INTL_SDND7",[],['IHM0'],['INTL_DND'],['INTL_APPONLY0'],['INTL_INDIAIP0'],[],INTL_GR_high3,IHM7,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410297898,HC200802201459307388,75270.79,7578.02,10.07,"INTL_METADND,INTL_ALL,INTL_DND,INTL_TAJ,INTL_MU,INTL_RDND,IH5STAR,IHM4,INTL_PDND,INTL_DRMS,INTL_BDND,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_INDIAIP3,INTL_APPONLY3,INTL_EBLACK4,INTL_SDND3,INTL_GR_18",[],['IHM7'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],['INTL_SDND3'],INTL_GR_18,IHM4,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
317511410297905,HC200802201459307388,187325.8,15223.71,8.13,"INTL_METADND,FLTB,INTL_ALL,INTL_GULF,INTL_DND,INTL_MU,INTL_9KPlus,INTL_BDND,INTL_HILTON,IHM3,INTL_DRMS,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_INDIAIP2,INTL_APPONLY2,INTL_EBLACK4,INTL_PDND,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410298557,HC200802201459043901,3923.5,388.73,9.91,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTALL,INTL_MONSOONROW,INTL_TAC20,IH3STAR,INTL_SDNDHIGH,INTL_GR_18,IHM4",['INTL_GR_21'],[],[],[],[],['INTL_SDNDHIGH'],INTL_GR_18,IHM4, , ,INTL_SDNDHIGH
317511410298810,HC201003200022557521,8132.87,871.33,10.71,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_6K_9K,INTL_GR_21,IH4STAR,INTL_ACCOR,INTL_DRMS,IHM5,INTL_EBLACK4,INTL_INDIAIP4,INTL_APPONLY4,INTL_BDND,INTL_SDND4",['INTL_GR_8'],['IHM0'],['INTL_DND'],['INTL_APPONLY4'],['INTL_INDIAIP4'],[],INTL_GR_21,IHM5,INTL_APPONLY4,INTL_INDIAIP4,INTL_SDND4
317511410299012,HC200802201458385846,87628.43,11428.25,13.04,"INTL_METADND,INTL_ALL,Intl_no,INTL_GR_high,IH3STAR,INTL_DND,INTL_BDND,INTL_EBLACK4,INTL_SDND5,IHM6,INTL_APPONLY5,INTL_INDIAIP5",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND0'],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
317511410299239,911167901034548,58369.28,7201.04,12.34,"INTL_METADND,INTL_ALL,INTL_LK_MU_MV_PH,INTL_APPFESTALL,INTL_Zero_3K,INTL_Zero_3K_15,IH3STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_GR_high,INTL_SDNDND,IHM5",['INTL_GR_high2'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high,IHM5, , ,INTL_SDNDND
317511410304144,HC20080220145828258,23464.57,1165.35,4.97,"INTL_METADND,INTL_ALL,INTL_APPFESTUSEUROPE,INTL_DND,INTL_GR_6,IH5STAR,INTL_SDND0,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_BDND,INTL_EBLACK2,IHM1,INTL_APPONLY0,INTL_INDIAIP0",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND0'],INTL_GR_6,IHM1,INTL_APPONLY0,INTL_INDIAIP0,INTL_SDND0
317511410304146,HC20080220145828258,20448.47,1339.1,6.55,"INTL_METADND,INTL_ALL,INTL_9KPlus,IH4STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_INDIAIP1,INTL_APPONLY,INTL_GR_8,INTL_DND,INTL_BDND,INTL_SDND1,INTL_EBLACK3,IHM3",['INTL_GR_6'],[],['INTL_DND'],['INTL_APPONLY'],['INTL_INDIAIP1'],['INTL_SDND1'],INTL_GR_8,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
317511410304162,HC20080220145828258,87182.81,6645.31,7.62,"INTL_METADND,INTL_ALL,INTL_DND,INTL_6K_9K,INTL_ACCOR,INTL_RPC,IH3STAR,INTL_DRMS,IHM3,INTL_HPA0,INTL_TRIP0,INTL_TVG0,INTL_APPONLY2,INTL_INDIAIP2,INTL_EBLACK4,INTL_BDND,INTL_MB,INTL_GR_15,INTL_SDND2",[],['IHM3'],['INTL_DND'],['INTL_APPONLY'],['INTL_INDIAIP1'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410304166,HC20080220145828258,43707.51,3967.59,9.08,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_ACCOR,INTL_9KPlus,INTL_GR_15,IH4STAR,INTL_DRMS,IHM3,INTL_EBLACK4,INTL_INDIAIP2,INTL_APPONLY2,INTL_BDND,INTL_SDND2",['INTL_GR_12'],['IHM0'],['INTL_DND'],['INTL_APPONLY'],['INTL_INDIAIP1'],[],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410304169,HC20080220145828258,20267.09,2061.27,10.17,"INTL_METADND,INTL_ALL,INTL_DND,INTL_9KPlus,INTL_ACCOR,IH4STAR,INTL_DRMS,IHM4,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_APPONLY3,INTL_INDIAIP3,INTL_EBLACK4,INTL_BDND,INTL_GR_18,INTL_SDND3",[],['IHM3'],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_18,IHM4,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
317511410305688,HC200802201459214620,181784.68,49077.19,27.0,"INTL_METADND,INTL_ALL,INTL_HPA5STAR,IH5STAR,IHM15,INTL_LOWC,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_SDNDD,INTL_EBLACK10,INTL_3K_5K,INTL_MB,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM15, , ,INTL_SDNDD
317511410305801,HC200802201459214620,84092.64,7519.89,8.94,"INTL_METADND,INTL_ALL,INTL_TA4,INTL_DEAL2,INTL_EXPORC,INTL_HPA3STAR,INTL_TRIP5STAR,INTL_TVG5STAR,INTL_9KPlus,INTL_GR_15,INTL_TRIP3,INTL_TVG3,INTL_DND,INTL_BDND,INTL_SDND2,INTL_EBLACK7,IHM3,INTL_APPONLY2,INTL_INDIAIP2",['INTL_GR_21'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_15,IHM3,INTL_APPONLY2,INTL_INDIAIP2,INTL_SDND2
317511410305816,HC200802201459214620,7507603.8,1700618.13,22.65,"INTL_METADND,INTL_ALL,INTL_DRMS,INTL_TOPSEARCH,INTL_6K_9K,INTL_DOD1,INTL_IHF4AR3P,INTL_GICHEAT,IH4STAR,IHM13,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_EBLACK7,INTL_SDNDD,INTL_TOP200,INTL_GR_high4",[],['IHM14'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM13, , ,INTL_SDNDD
317511410305896,HC200802201459214620,39409.15,6940.9,17.61,"INTL_METADND,INTL_ALL,IHM9,IH3STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_DRMS,INTL_SDNDD,INTL_EBLACK11,INTL_ZERO_3K,INTL_GR_high4",[],['IHM13'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
317511410306395,HC200802201500065281,11287.79,1837.4,16.28,"INTL_METADND,INTL_ALL,INTL_GR_high3,INTL_3K_6K,IH4STAR,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_SDNDND,IHM8",['INTL_GR_high2'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high3,IHM8, , ,INTL_SDNDND
317511410309111,HC200802201459276917,34574.74,2138.6,6.19,"INTL_METADND,INTL_ALL,INTL_HPA5STAR,INTL_TRIP5STAR,INTL_GR_8,INTL_TVG5STAR,INTL_9KPlus,INTL_SDND18,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM3",['INTL_GR_6'],[],[],[],[],['INTL_SDND18'],INTL_GR_8,IHM3, , ,INTL_SDND18
317511410309171,HC200802201459168826,28025.48,1900.21,6.78,"INTL_METADND,INTL_ALL,INTL_GR_8,IH3STAR,INTL_SDND15,INTL_HPA1,INTL_TVG1,INTL_TRIP1,IHM3",['INTL_GR_6'],[],[],[],[],['INTL_SDND15'],INTL_GR_8,IHM3, , ,INTL_SDND15
317511410309557,HC200802201457488952,54813.95,12048.85,21.98,"INTL_METADND,INTL_ALL,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH4STAR10K,IHM12,INTL_DRMS,INTL_ZERO_3K,INTL_SDNDD,INTL_EBLACK11,INTL_MMTF,INTL_GR_high4",[],['IHM9'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM12, , ,INTL_SDNDD
317511410310430,HC200802201459378330,16233.42,916.89,5.65,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTUSEUROPE,INTL_GR_6,IH3STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_SDND18,INTL_3K_5K,IHM1",['INTL_GR_8'],[],[],[],[],['INTL_SDND18'],INTL_GR_6,IHM1, , ,INTL_SDND18
317511410310472,HC200802201457488798,7337.28,1331.71,18.15,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_MONSOONROW,INTL_GR_high4,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_MMTF,INTL_ZERO_3K,INTL_DND,INTL_BDND,INTL_SDND8,INTL_EBLACK8,IHM9,INTL_APPONLY8,INTL_INDIAIP8",['INTL_GR_high2'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
317511410310510,HC200802201457474344,69285.98,11880.9,17.15,"INTL_METADND,INTL_ALL,INTL_GR_high4,IH4STAR,INTL_3K_5K,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_DND,INTL_BDND,INTL_SDND7,INTL_EBLACK9,IHM8,INTL_APPONLY7,INTL_INDIAIP7",['INTL_GR_high'],[],['INTL_DND'],[],[],['INTL_SDND6'],INTL_GR_high4,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410310624,HC200802201457477096,4897.3,332.02,6.78,"INTL_METADND,INTL_ALL,INTL_ID_MY_SG_TH,INTL_GR_8,IH2STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_ZERO_3K,INTL_SDNDND,IHM3",['INTL_GR_15'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_8,IHM3, , ,INTL_SDNDND
317511410310921,911167901039022,301433.91,55265.0,18.33,"INTL_METADND,INTL_ALL,INTL_DRMS,INTL_TAC15,INTL_9KPlus,IH5STAR,INTL_LOWC,INTL_HIGHPREMIUM,IHM9,INTL_HPA5,INTL_TRIP5,INTL_TVG5,INTL_EBLACK4,INTL_DND,INTL_BDND,INTL_SDND8,INTL_GR_high4,INTL_APPONLY8,INTL_INDIAIP8",[],['IHM8'],['INTL_DND'],[],[],['INTL_SDND7'],INTL_GR_high4,IHM9,INTL_APPONLY8,INTL_INDIAIP8,INTL_SDND8
317511410310953,911167901039022,72401.24,9414.14,13.0,"INTL_METADND,INTL_ALL,INTL_DRMS,INTL_TAC20,INTL_HOL,INTL_TOPSEARCH,INTL_HPA5,INTL_TRIP5,INTL_TVG5,IH3STAR,IHM6,INTL_SDNDD,INTL_EBLACK9,INTL_MMTF,INTL_3K_5K,INTL_MB,INTL_MB1,INTL_GR_high",[],['IHM8'],[],[],[],['INTL_SDNDD'],INTL_GR_high,IHM6, , ,INTL_SDNDD
317511410310988,911167901039022,7859.7,1057.56,13.46,"INTL_METADND,INTL_ALL,INTL_BEACH,INTL_APPFESTDND,INTL_GR_high,IH3STAR,INTL_ACCO,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_ZERO_3K,INTL_SDNDND,IHM6",['INTL_GR_high2'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high,IHM6, , ,INTL_SDNDND
317511410312094,HC200802201459272635,15230.7,-163.44,-1.07,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,IH4STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_INDIAIP0,INTL_APPONLY0,INTL_SDND0,INTL_GR_4,INTL_MMTF,INTL_ZERO_3K,INTL_BDND,INTL_EBLACK8,IHM0",['INTL_GR_12'],[],['INTL_DND'],['INTL_APPONLY5'],['INTL_INDIAIP5'],['INTL_SDND5'],INTL_GR_4,IHM0,INTL_APPONLY0,INTL_INDIAIP0,INTL_SDND0
317511410312098,HC200802201459272635,8601.02,722.98,8.41,"INTL_METADND,INTL_ALL,INTL_HPA5STAR,INTL_TRIP5STAR,INTL_TVG5STAR,INTL_GR_15,INTL_SDND15,INTL_ZERO_3K,INTL_HPA2,INTL_TVG2,INTL_TRIP2,IHM3",['INTL_GR_18'],[],[],[],[],['INTL_SDND15'],INTL_GR_15,IHM3, , ,INTL_SDND15
317511410312189,HC200802201457167499,14485.64,2346.16,16.2,"INTL_METADND,INTL_ALL,Intl_rest,INTL_GR_high3,IH3STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_SDNDND,IHM8",['INTL_GR_12'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_high3,IHM8, , ,INTL_SDNDND
317511410312277,HC200802201458172049,42225.2,2862.77,6.78,"INTL_METADND,INTL_MU,INTL_ALL,INTL_9KPlus,INTL_DND,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_INDIAIP1,INTL_APPONLY,INTL_GR_8,INTL_BDND,INTL_PDND,IHM3,INTL_SDND1",['INTL_GR_15'],[],['INTL_DND'],['INTL_APPONLY2'],['INTL_INDIAIP2'],[],INTL_GR_8,IHM3,INTL_APPONLY,INTL_INDIAIP1,INTL_SDND1
317511410312811,911167901034511,8510.22,1509.66,17.74,"INTL_METADND,INTL_ALL,INTL_ID_MY_SG_TH,INTL_APPFESTALL,INTL_3K_6K,IH4STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_SDNDND,INTL_GR_high4,INTL_3K_5K,IHM9",['INTL_GR_high2'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high4,IHM9, , ,INTL_SDNDND
317511410313036,911167901043696,9946.7,1330.1,13.37,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_3K_6K,INTL_GR_high,IH4STAR,INTL_BDND,INTL_EBLACK4,INTL_SDND5,IHM6,INTL_APPONLY5,INTL_INDIAIP5",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
317511410313080,911167901034363,40465.78,6399.38,15.81,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_EXPORC,INTL_GR_high3,IH3STAR,INTL_SDND15,IHM8",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high3,IHM8, , ,INTL_SDND15
317511410313088,911167901034363,46324.46,2866.54,6.19,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_3K_6K,INTL_GR_8,IH3STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_SDNDND,IHM3",['INTL_GR_12'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_8,IHM3, , ,INTL_SDNDND
317511410313154,HC20080220145806330,39625.72,5946.64,15.01,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_GR_high2,IH3STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_SDNDND,IHM7",['INTL_GR_high3'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_high2,IHM7, , ,INTL_SDNDND
317511410313447,911167901023716,1096426.33,194836.67,17.77,"INTL_METADND,INTL_ALL,IH5STAR,IHM9,INTL_HIGHINTL_HPA5,INTL_TVG4,INTL_TRIP4,INTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK5INTL_HPA4,INTL_GR_high4",[],['IHM5'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM9, , ,INTL_SDNDD
317511410313527,911167901023716,60274.51,12358.23,20.5,"INTL_METADND,INTL_ALL,INTL_GR_high4,INTL_9KPlus,IH4STAR,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_SDNDND,IHM10",['INTL_GR_high2'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDNDHIGH']",INTL_GR_high4,IHM10, , ,INTL_SDNDND
317511410313531,911167901023716,518541.29,73506.81,14.18,"INTL_METADND,INTL_ALL,INTL_Q2,INTL_DEAL3,INTL_EXPORC,INTL_GR_high2,INTL_9KPlus,IH4STAR,INTL_HPA2,INTL_TVG2,INTL_TRIP2,INTL_DND,INTL_BDND,INTL_SDND6,INTL_EBLACK7,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_18'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410313533,911167901023716,250196.54,35912.27,14.35,"INTL_METADND,INTL_ALL,INTL_OPTI_SHOW,INTL_EXPORC,INTL_GR_high2,INTL_HPA3,INTL_TRIP3,INTL_TVG3,INTL_9KPlus,IH4STAR,INTL_DND,INTL_BDND,INTL_SDND6,INTL_EBLACK8,IHM7,INTL_APPONLY6,INTL_INDIAIP6",['INTL_GR_21'],[],['INTL_DND'],[],[],['INTL_SDND5'],INTL_GR_high2,IHM7,INTL_APPONLY6,INTL_INDIAIP6,INTL_SDND6
317511410313537,911167901023716,256186.53,39453.59,15.4,"INTL_METADND,INTL_ALL,INTL_DEAL3,INTL_DND,INTL_EXPORC,INTL_GR_high3,INTL_HPA3,INTL_TRIP3,INTL_TVG3,INTL_9KPlus,INTL_ACCOR,IH4STAR,INTL_EBLACK8,INTL_BDND,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7",['INTL_GR_12'],[],['INTL_DND'],[],[],[],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410313539,911167901023716,82103.03,14125.57,17.2,"INTL_METADND,INTL_ALL,IH3STAR,IHM8,INTL_HPA5,INTL_TVG5,INTL_TRIP5,INTL_DRMS,INTL_SF,INTL_SDNDD,INTL_EBLACK9,INTL_GR_high4",[],['IHM6'],[],[],[],['INTL_SDNDD'],INTL_GR_high4,IHM8, , ,INTL_SDNDD
317511410313909,HC200802201458537282,32965.3,1680.6,5.1,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_GR_6,IH3STAR,INTL_SDND15,IHM1",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_6,IHM1, , ,INTL_SDND15
317511410313915,HC200802201458537282,264866.29,42916.69,16.2,"INTL_METADND,INTL_ALL,INTL_APPFESTALL,INTL_9KPlus,IH4STAR,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_SDNDND,INTL_GR_high3,IHM8",['INTL_GR_21'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_high3,IHM8, , ,INTL_SDNDND
317511410314212,911167901032063,568656.72,22470.54,3.95,"INTL_METADND,INTL_ALL,Intl_dmc_low,INTL_DND,INTL_EXPORC,INTL_ACCOR,INTL_GR_6,IH3STAR,INTL_SDND0,INTL_HPA0,INTL_TVG0,INTL_TRIP0,INTL_INDIAIP0,INTL_APPONLY0,INTL_BDND,INTL_EBLACK4,IHM1",['INTL_GR_8'],[],['INTL_DND'],['INTL_APPONLY7'],['INTL_INDIAIP7'],['INTL_SDND7'],INTL_GR_6,IHM1,INTL_APPONLY0,INTL_INDIAIP0,INTL_SDND0
317511410314972,911167901038608,6320.75,959.43,15.18,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTUSEUROPE,INTL_MONSOONUSEUROPE,INTL_GR_high3,IH3STAR,INTL_SDND15,IHM7",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high3,IHM7, , ,INTL_SDND15
317511410315693,HC200802201459378330,135922.33,10663.73,7.85,"INTL_METADND,INTL_ALL,Intl_no,INTL_GR_15,IH2STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_SDNDND,IHM3",['INTL_GR_8'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_15,IHM3, , ,INTL_SDNDND
317511410315699,HC200802201459378330,15483.2,2559.11,16.53,"INTL_METADND,INTL_ALL,Intl_no,INTL_RDND,INTL_GR_high3,IH2STAR,INTL_SDND15,INTL_HPA3,INTL_TVG3,INTL_TRIP3,IHM8",['INTL_GR_21'],[],[],[],[],['INTL_SDND15'],INTL_GR_high3,IHM8, , ,INTL_SDND15
317511410315812,HC200802201459378330,168977.47,11395.14,6.74,"INTL_METADND,INTL_ALL,INTL_EXPORC,INTL_RDND,INTL_GR_8,IH2STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_3K_5K,INTL_SDNDND,IHM3",['INTL_GR_15'],[],[],[],[],['INTL_SDNDND'],INTL_GR_8,IHM3, , ,INTL_SDNDND
317511410315883,HC200802201459378330,90028.57,9353.53,10.39,"INTL_METADND,INTL_ALL,INTL_EXPORC,INTL_GR_18,IH3STAR,INTL_DND,INTL_BDND,INTL_SDND3,INTL_EBLACK7,IHM4,INTL_APPONLY3,INTL_INDIAIP3",['INTL_GR_18'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_18,IHM4,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
317511410316023,HC200802201459378330,10733694.08,1688839.13,15.73,"INTL_METADND,INTL_ALL,INTL_DND,INTL_EXPORC,INTL_6K_9K,INTL_ACCOR,IH4STAR,INTL_DRMS,IHM8,INTL_HPA2,INTL_TRIP2,INTL_TVG2,INTL_APPONLY7,INTL_INDIAIP7,INTL_EBLACK1,INTL_BDND,INTL_BDND,INTL_MB1,INTL_GR_high3,INTL_SDND7",[],['IHM0'],['INTL_DND'],['INTL_APPONLY0'],['INTL_INDIAIP0'],[],INTL_GR_high3,IHM8,INTL_APPONLY7,INTL_INDIAIP7,INTL_SDND7
317511410316097,HC200802201459378330,37351.85,5399.85,14.46,"INTL_METADND,INTL_ALL,INTL_RDND,INTL_3K_6K,INTL_GR_high2,IH2STAR,INTL_SDNDND,INTL_3K_5K,INTL_HPA3,INTL_TVG3,INTL_TRIP3,IHM7",['INTL_GR_6'],[],[],[],[],['INTL_SDNDND'],INTL_GR_high2,IHM7, , ,INTL_SDNDND
317511410316827,HC200802201459167314,108694.73,9259.97,8.52,"INTL_METADND,INTL_ALL,INTL_CH_FR,INTL_APPFESTUSEUROPE,INTL_SEARCH,INTL_TRIP2,INTL_TVG2,INTL_9KPlus,IH3STAR,INTL_HPA2,INTL_GR_15,INTL_SDNDND,IHM3",['INTL_GR_15'],[],[],[],[],['INTL_SDNDND'],INTL_GR_15,IHM3, , ,INTL_SDNDND
317511410316875,HC200802201500081208,75135.02,7490.06,9.97,"INTL_METADND,INTL_ALL,INTL_DND,INTL_TAJ,INTL_MU,INTL_BDND,INTL_PDND,INTL_DRMS,INTL_HPA2,INTL_TRIP2,INTL_TVG2,IHM4,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3,INTL_EBLACK6,INTL_GR_18",[],['IHM4'],['INTL_DND'],['INTL_APPONLY3'],['INTL_INDIAIP3'],['INTL_SDND3'],INTL_GR_18,IHM4,INTL_APPONLY3,INTL_INDIAIP3,INTL_SDND3
317511410317484,HC201003200022273930,541346.79,84097.76,15.53,"INTL_METADND,INTL_ALL,INTL_DEAL2,INTL_HPA5STAR,INTL_TRIP5STAR,INTL_TVG5STAR,INTL_9KPlus,INTL_GR_high3,IH5STAR,INTL_SDNDHIGH,IHM8",['INTL_GR_21'],[],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high3,IHM8, , ,INTL_SDNDHIGH
317511410317489,HC201003200022273930,366050.9,49597.71,13.55,"INTL_METADND,INTL_ALL,INTL_MONSOONROW,INTL_6K_9K,INTL_GR_high,IH3STAR,INTL_TRIP3,INTL_TVG3,INTL_HPA3,INTL_SDNDHIGH,INTL_MMTF,INTL_3K_5K,IHM6",['INTL_GR_21'],[],[],[],[],['INTL_SDNDHIGH'],INTL_GR_high,IHM6, , ,INTL_SDNDHIGH
317511410317520,HC201003200022273930,253484.53,37014.97,14.6,"INTL_METADND,INTL_ALL,INTL_OPTI_SHOW,INTL_9KPlus,INTL_LOWC,INTL_GR_high2,IH5STAR,INTL_LOWC,INTL_HPA4,INTL_TVG4,INTL_TRIP4,INTL_SDNDND,IHM7",['INTL_GR_high'],[],[],[],[],"['INTL_SDNDND', 'INTL_SDND15']",INTL_GR_high2,IHM7, , ,INTL_SDNDND
317511410317561,HC201201041626177309,10113.2,756.42,7.48,"INTL_METADND,INTL_ALL,INTL_9KPlus,INTL_HPA3,INTL_TVG3,INTL_TRIP3,INTL_GR_12,INTL_SDNDND,IHM3",['INTL_GR_6'],[],[],[],[],['INTL_SDNDND'],INTL_GR_12,IHM3, , ,INTL_SDNDND
317511410319604,911167901022361,125968.01,16807.22,13.34,"INTL_METADND,INTL_ALL,INTL_GR_high,IH3STAR,INTL_DND,INTL_BDND,INTL_SDND5,INTL_EBLACK7,IHM6,INTL_APPONLY5,INTL_INDIAIP5",['INTL_GR_12'],[],['INTL_DND'],[],[],['INTL_SDND4'],INTL_GR_high,IHM6,INTL_APPONLY5,INTL_INDIAIP5,INTL_SDND5
317511410320084,911167901034499,7443.58,490.91,6.6,"INTL_METADND,INTL_ALL,IH2STAR,INTL_ZERO_3K,INTL_GR_8,INTL_SDND18,IHM3",['INTL_GR_21'],[],[],[],[],['INTL_SDND18'],INTL_GR_8,IHM3, , ,INTL_SDND18
317511410320090,911167901034499,15368.23,983.11,6.4,"INTL_METADND,INTL_ALL,INTL_Zero_3K,IH2STAR,INTL_HPA1,INTL_TVG1,INTL_TRIP1,INTL_ACCO,INTL_GR_8,INTL_MMTF,INTL_ZERO_3K,INTL_SDNDND,IHM3",['INTL_GR_12'],[],[],[],[],['INTL_SDNDND'],INTL_GR_8,IHM3, , ,INTL_SDNDND
317511410321412,HC20080220145721938,75345.41,11692.87,15.52,"INTL_METADND,INTL_ALL,Intl_rest,INTL_APPFESTALL,INTL_MONSOONROW,INTL_GR_high3,IH4STAR,INTL_SDND15,IHM8",['INTL_GR_12'],[],[],[],[],['INTL_SDND15'],INTL_GR_high3,IHM8, , ,INTL_SDND15
